Datetime,Open,High,Low,Close,Adj Close,Volume,Size,Previous_Close,VS_multipy,True_ranage,atr_14,status,candle_type,AP_multipy,AS_multipy,AV_multipy,typeSize
2022-06-07 00:45:00+00:00,0.584449827671051,0.584909975528717,0.5818848013877869,0.5819877982139587,0.5819877982139587,13898624,0.0030251741409301758,0.5890606045722961,42045.75791931152,0.002462029457092285,0.004580008132117135,-1,0,0.002697902359250952,1.3855322166530673e-05,63655.81094523838,
2022-06-07 01:00:00+00:00,0.5821377038955688,0.5891970992088318,0.5821377038955688,0.5890606045722961,0.5890606045722961,9615360,0.0070593953132629395,0.5857802033424377,67878.62731933594,0.006922900676727295,0.004758140870503017,1,2,0.002787224726655221,3.358959736107384e-05,45751.237400599886,0.00570976904460362
2022-06-07 01:15:00+00:00,0.5890717506408691,0.5891847610473633,0.5857802033424377,0.5857802033424377,0.5857802033424377,1046016,0.003404557704925537,0.5830925703048706,3561.2218322753906,0.0032915472984313965,0.0047169029712677,-1,0,0.0027503910773951645,1.6058968354215608e-05,4933.955978393555,
2022-06-07 01:30:00+00:00,0.5858979225158691,0.5861465930938721,0.5827475190162659,0.5830925703048706,0.5830925703048706,4762112,0.003399074077606201,0.5763019919395447,16186.771453857422,0.002805352210998535,0.004662888390677316,-1,0,0.002687231867739115,1.584950305552216e-05,22205.19675990513,
2022-06-07 01:45:00+00:00,0.5832232236862183,0.5832232236862183,0.5748468637466431,0.5763019919395447,0.5763019919395447,8260480,0.008376359939575195,0.5767686367034912,69192.75375366211,0.006921231746673584,0.00476846524647304,-1,2,0.0027503011993762327,3.994238126381333e-05,39389.81179918562,0.005722158295767648
2022-06-07 02:00:00+00:00,0.5762336254119873,0.5774112343788147,0.5752301812171936,0.5767686367034912,0.5767686367034912,4201472,0.0021810531616210938,0.5769150853157043,9163.6337890625,0.0005350112915039062,0.004761146647589547,1,0,0.002746777324394703,1.0384313948666854e-05,20003.82432774135,
2022-06-07 02:15:00+00:00,0.5768030285835266,0.578328549861908,0.5766233801841736,0.5769150853157043,0.5769150853157043,6069504,0.001705169677734375,0.5795294046401978,10349.5341796875,0.00011205673217773438,0.004743848528180804,1,0,0.0027491997132398998,8.089066666018751e-06,28792.807617187504,
2022-06-07 02:30:00+00:00,0.5767092704772949,0.5795691013336182,0.576200544834137,0.5795294046401978,0.5795294046401978,5587072,0.003368556499481201,0.5814547538757324,18820.367698669434,0.002820134162902832,0.00484399710382734,1,0,0.0028165651437806866,1.63172779275657e-05,27063.760586874825,
2022-06-07 02:45:00+00:00,0.5793620944023132,0.5822187066078186,0.5785819292068481,0.5814547538757324,0.5814547538757324,8465152,0.003636777400970459,0.5850139856338501,30785.873489379883,0.0020926594734191895,0.004972917693001884,1,0,0.002909226399812123,1.8085394682795402e-05,42096.504154750284,
2022-06-07 03:00:00+00:00,0.5815514326095581,0.5850139856338501,0.5815514326095581,0.5850139856338501,0.5850139856338501,5297792,0.003462553024291992,0.5935744643211365,18343.885711669922,0.003462553024291992,0.005075552633830479,1,0,0.00301271843575966,1.757437012222291e-05,26889.222139086043,
