,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time,Open,High,Low,Close,Volume
440,440,5519,5519,2020-12-01 08:00:00,19458,19892,18458,18560,8
441,441,5117,5117,2020-09-01 08:00:00,11867,11904,11802,11858,8
442,442,4122,4122,2020-01-13 12:00:00,8025,8044,8005,8043,50
443,443,6207,6207,2021-05-06 08:00:00,56926,58363,56783,57662,8
444,444,5135,5135,2020-09-04 08:00:00,10414,10520,10361,10456,8
445,445,165,165,2017-06-30 00:00:00,2548,2552,2498,2527,438
446,446,1259,1259,2018-03-15 00:00:00,8042,8141,7712,7867,146
447,447,1072,1072,2018-01-31 20:00:00,10042,10199,9942,10099,8
448,448,5470,5470,2020-11-19 12:00:00,17714,18176,17709,18011,8
449,449,3456,3456,2019-08-07 20:00:00,11807,12012,11786,11908,186
450,450,6015,6015,2021-03-24 08:00:00,56252,56995,55998,56892,8
451,451,850,850,2017-12-12 00:00:00,16742,17013,16303,16303,67
452,452,4184,4184,2020-01-27 20:00:00,8913,9016,8818,8999,186
453,453,4904,4904,2020-07-13 20:00:00,9187,9206,9158,9164,8
454,454,4984,4984,2020-07-31 04:00:00,11008,11144,10989,11081,8
455,455,2168,2168,2018-10-12 12:00:00,6204,6248,6173,6226,8
456,456,1569,1569,2018-05-25 16:00:00,7406,7413,7304,7379,265
457,457,7046,7046,2021-11-11 20:00:00,64775,65281,64636,64791,8
458,458,4768,4768,2020-06-11 04:00:00,9841,9841,9696,9754,86
459,459,3013,3013,2019-04-26 00:00:00,5058,5225,5058,5121,48
460,460,3928,3928,2019-11-26 12:00:00,7079,7089,6974,7063,128
461,461,1534,1534,2018-05-17 20:00:00,8137,8140,7863,7896,124
462,462,3036,3036,2019-05-01 20:00:00,5248,5273,5231,5263,12
463,463,1926,1926,2018-08-17 04:00:00,6404,6461,6366,6400,8
464,464,2185,2185,2018-10-17 08:00:00,6379,6380,6351,6368,8
465,465,1536,1536,2018-05-18 04:00:00,7955,8103,7892,8059,102
466,466,4389,4389,2020-03-16 00:00:00,5179,5287,5147,5175,76
467,467,7565,7565,2022-03-09 20:00:00,41777,42089,41674,41790,8
468,468,253,253,2017-07-20 20:00:00,2729,2773,2706,2740,122
469,469,7927,7927,2022-05-31 12:00:00,31528,32417,31153,32208,8
470,470,4488,4488,2020-04-07 12:00:00,7292,7349,7218,7319,198
471,471,3798,3798,2019-10-27 20:00:00,9564,9669,9409,9669,144
472,472,577,577,2017-10-10 08:00:00,4791,4836,4758,4828,319
473,473,4071,4071,2019-12-31 04:00:00,7163,7188,7150,7152,50
474,474,7405,7405,2022-02-02 00:00:00,38524,38715,38355,38390,8
475,475,2496,2496,2018-12-27 20:00:00,3522,3556,3507,3548,8
476,476,5766,5766,2021-01-27 04:00:00,31895,31937,31170,31195,8
477,477,1488,1488,2018-05-08 04:00:00,9340,9342,9236,9318,188
478,478,3476,3476,2019-08-13 04:00:00,11282,11312,11228,11265,62
479,479,3499,3499,2019-08-19 00:00:00,10272,10383,10241,10317,57
480,480,730,730,2017-11-14 16:00:00,6581,6642,6514,6621,374
481,481,7790,7790,2022-04-29 12:00:00,38873,39328,38408,38472,8
482,482,630,630,2017-10-23 04:00:00,6007,6056,5818,5837,345
483,483,4141,4141,2020-01-16 16:00:00,8579,8683,8577,8678,126
484,484,2022,2022,2018-09-10 04:00:00,6217,6269,6216,6231,8
485,485,7756,7756,2022-04-22 00:00:00,40386,40594,40275,40584,8
486,486,3691,3691,2019-10-02 00:00:00,8251,8293,8156,8181,68
487,487,3613,3613,2019-09-13 00:00:00,10339,10367,10297,10304,59
488,488,7250,7250,2021-12-28 16:00:00,48569,48584,47272,47749,8
489,489,5278,5278,2020-10-07 12:00:00,10610,10629,10582,10607,8
490,490,7684,7684,2022-04-06 08:00:00,45337,45432,44638,44776,8
491,491,3911,3911,2019-11-21 16:00:00,7536,7588,7480,7529,71
492,492,1295,1295,2018-03-23 00:00:00,8570,8570,8267,8337,290
493,493,640,640,2017-10-24 20:00:00,5591,5592,5464,5511,820
494,494,3359,3359,2019-07-16 16:00:00,9848,9855,9425,9540,171
495,495,6388,6388,2021-06-16 12:00:00,39026,39450,38422,38624,8
496,496,150,150,2017-06-27 12:00:00,2370,2377,2264,2306,581
497,497,3877,3877,2019-11-14 00:00:00,8708,8715,8584,8611,63
498,498,6510,6510,2021-07-14 04:00:00,31898,31965,31632,31710,8
499,499,7279,7279,2022-01-04 16:00:00,46706,46921,45503,46211,8
500,500,4833,4833,2020-06-26 00:00:00,9221,9234,9166,9194,57
501,501,4160,4160,2020-01-21 20:00:00,8650,8712,8619,8667,132
502,502,2329,2329,2018-11-20 00:00:00,4761,4831,4590,4592,8
503,503,3072,3072,2019-05-09 20:00:00,6019,6112,6017,6058,12
504,504,5142,5142,2020-09-07 12:00:00,9929,10210,9863,10177,8
505,505,2218,2218,2018-10-24 20:00:00,6364,6369,6348,6359,8
506,506,374,374,2017-08-22 12:00:00,3983,3987,3867,3961,603
507,507,7799,7799,2022-05-02 20:00:00,38249,38847,38220,38381,8
508,508,3215,3215,2019-06-12 16:00:00,8120,8127,8037,8064,19
509,509,2065,2065,2018-09-19 08:00:00,6284,6284,6197,6230,8
510,510,2688,2688,2019-02-11 12:00:00,3534,3553,3519,3531,8
511,511,4915,4915,2020-07-15 16:00:00,9146,9157,9101,9157,8
512,512,7593,7593,2022-03-16 08:00:00,40274,40723,40168,40336,8
513,513,4978,4978,2020-07-30 04:00:00,10976,10980,10849,10957,8
514,514,6598,6598,2021-08-03 08:00:00,38492,38766,37685,38359,8
515,515,6938,6938,2021-10-19 08:00:00,62479,62484,61875,62169,8
516,516,7296,7296,2022-01-07 12:00:00,42346,42669,40620,42110,8
517,517,4876,4876,2020-07-07 04:00:00,9230,9237,9191,9211,74
518,518,2749,2749,2019-02-25 08:00:00,3713,3739,3688,3728,64
519,519,624,624,2017-10-20 04:00:00,5691,5691,5614,5653,248
520,520,4460,4460,2020-03-31 20:00:00,6423,6438,6207,6257,148
521,521,4745,4745,2020-06-05 08:00:00,9780,9785,9566,9611,71
522,522,4998,4998,2020-08-04 12:00:00,11100,11178,10986,11112,8
523,523,3830,3830,2019-11-04 04:00:00,9080,9147,9075,9102,68
524,524,6679,6679,2021-08-20 16:00:00,48741,48836,48273,48623,8
525,525,7939,7939,2022-06-02 12:00:00,30007,30418,29586,30251,8
526,526,949,949,2018-01-04 00:00:00,15071,15366,14854,14907,150
527,527,6066,6066,2021-04-05 12:00:00,57938,59211,57774,58947,8
528,528,5415,5415,2020-11-06 16:00:00,15498,15561,15188,15482,8
529,529,4620,4620,2020-05-07 12:00:00,9329,9588,9289,9584,238
530,530,6881,6881,2021-10-06 04:00:00,51278,51761,50407,50647,8
531,531,7216,7216,2021-12-21 04:00:00,48517,48947,48279,48529,8
532,532,5033,5033,2020-08-12 08:00:00,11377,11480,11377,11458,8
533,533,368,368,2017-08-21 04:00:00,4072,4080,3964,4061,542
534,534,5273,5273,2020-10-06 16:00:00,10705,10719,10513,10527,8
535,535,4043,4043,2019-12-23 16:00:00,7466,7498,7307,7343,128
536,536,1157,1157,2018-02-20 12:00:00,11382,11597,11352,11523,146
537,537,7427,7427,2022-02-07 12:00:00,42622,44054,42593,43768,8
538,538,5015,5015,2020-08-07 08:00:00,11778,11794,11638,11701,8
539,539,7484,7484,2022-02-18 20:00:00,40032,40193,39879,39950,2
540,540,2098,2098,2018-09-26 20:00:00,6441,6444,6371,6435,8
541,541,1879,1879,2018-08-07 08:00:00,6978,7067,6977,7058,8
542,542,1301,1301,2018-03-26 00:00:00,8291,8395,8290,8362,221
543,543,4572,4572,2020-04-27 12:00:00,7649,7658,7582,7619,161
544,544,6961,6961,2021-10-25 00:00:00,61751,62165,61590,62006,8
545,545,5783,5783,2021-01-31 20:00:00,32864,33238,32311,32555,8
546,546,4959,4959,2020-07-27 00:00:00,9929,10272,9929,10157,8
547,547,2298,2298,2018-11-13 00:00:00,6257,6258,6199,6238,8
548,548,2119,2119,2018-10-02 08:00:00,6507,6522,6476,6504,8
549,549,4873,4873,2020-07-06 16:00:00,9262,9267,9205,9219,35
550,550,5084,5084,2020-08-24 20:00:00,11666,11729,11663,11687,8
551,551,7307,7307,2022-01-11 04:00:00,42270,42525,41899,41935,8
552,552,1526,1526,2018-05-16 12:00:00,8283,8297,8066,8193,117
553,553,4332,4332,2020-03-02 12:00:00,8695,8826,8695,8808,122
554,554,5208,5208,2020-09-22 04:00:00,10444,10478,10341,10436,8
555,555,3035,3035,2019-05-01 16:00:00,5231,5297,5228,5249,12
556,556,644,644,2017-10-25 12:00:00,5518,5565,5429,5526,501
557,557,635,635,2017-10-24 00:00:00,5778,5840,5560,5619,797
558,558,4728,4728,2020-06-02 12:00:00,10062,10129,9245,9421,99
559,559,4284,4284,2020-02-19 12:00:00,10065,10142,10044,10131,81
560,560,5197,5197,2020-09-18 12:00:00,10970,10982,10818,10865,8
561,561,1061,1061,2018-01-30 00:00:00,11130,11138,10767,10938,8
562,562,196,196,2017-07-07 04:00:00,2588,2596,2558,2567,245
563,563,6902,6902,2021-10-11 12:00:00,56425,57699,56414,57226,8
564,564,4061,4061,2019-12-27 12:00:00,7144,7194,7099,7129,66
565,565,7823,7823,2022-05-06 20:00:00,36013,36038,35825,35888,2
566,566,7233,7233,2021-12-24 00:00:00,50861,51463,50820,50927,8
567,567,1714,1714,2018-06-28 20:00:00,5986,5986,5768,5828,379
568,568,3854,3854,2019-11-08 04:00:00,9153,9167,8973,9002,118
569,569,2281,2281,2018-11-08 08:00:00,6390,6411,6386,6411,8
570,570,6433,6433,2021-06-25 20:00:00,32172,32172,31526,31751,2
571,571,7416,7416,2022-02-03 20:00:00,36316,37302,36307,37148,8
572,572,2504,2504,2018-12-31 00:00:00,3763,3767,3699,3727,8
573,573,1504,1504,2018-05-10 20:00:00,9027,9066,8807,8869,235
574,574,6857,6857,2021-09-30 08:00:00,43011,43708,42682,43359,8
575,575,7406,7406,2022-02-02 04:00:00,38384,38516,38216,38506,8
576,576,4273,4273,2020-02-17 16:00:00,9634,9660,9540,9577,119
577,577,1414,1414,2018-04-19 20:00:00,8160,8288,8153,8276,225
578,578,4638,4638,2020-05-12 12:00:00,8717,8903,8613,8874,227
579,579,6800,6800,2021-09-17 04:00:00,48040,48104,47599,47867,8
580,580,7623,7623,2022-03-23 08:00:00,42280,42489,41855,42326,8
581,581,5679,5679,2021-01-07 04:00:00,37565,37795,36339,37232,8
582,582,1949,1949,2018-08-23 00:00:00,6363,6375,6317,6334,8
583,583,7389,7389,2022-01-28 12:00:00,36232,37337,36172,37069,8
584,584,295,295,2017-08-01 12:00:00,2793,2793,2637,2742,353
585,585,7033,7033,2021-11-09 16:00:00,66652,67308,66222,67304,8
586,586,7921,7921,2022-05-30 12:00:00,30449,30759,30181,30535,8
587,587,525,525,2017-09-27 16:00:00,4085,4190,4082,4154,367
588,588,1170,1170,2018-02-22 16:00:00,9873,10034,9673,10026,183
589,589,7132,7132,2021-12-01 16:00:00,58423,58571,56603,56734,8
590,590,6706,6706,2021-08-27 00:00:00,47217,47615,46544,46885,8
591,591,4080,4080,2020-01-02 12:00:00,7077,7082,6960,6969,50
592,592,7114,7114,2021-11-26 20:00:00,54494,54536,53963,53963,2
593,593,4843,4843,2020-06-29 16:00:00,9058,9138,9046,9124,84
594,594,954,954,2018-01-04 20:00:00,14838,15144,14828,15009,146
595,595,326,326,2017-08-08 16:00:00,3371,3459,3365,3447,387
596,596,4677,4677,2020-05-21 00:00:00,9496,9501,9364,9417,152
597,597,4546,4546,2020-04-21 04:00:00,6805,6857,6799,6816,116
598,598,930,930,2017-12-29 00:00:00,14348,15059,14227,14801,912
599,599,20,20,2017-05-26 04:00:00,2472,2656,2420,2635,656
600,600,6712,6712,2021-08-29 20:00:00,48876,49346,48331,48387,8
601,601,3297,3297,2019-07-02 08:00:00,10131,10246,9600,9944,240
602,602,95,95,2017-06-13 20:00:00,2700,2732,2694,2729,497
603,603,4705,4705,2020-05-27 16:00:00,9118,9163,9085,9111,67
604,604,1579,1579,2018-05-29 08:00:00,7052,7411,7029,7342,259
605,605,6920,6920,2021-10-14 12:00:00,57505,57755,56939,57061,8
606,606,2292,2292,2018-11-12 00:00:00,6310,6316,6294,6306,8
607,607,661,661,2017-10-30 08:00:00,6130,6215,6110,6140,266
608,608,7461,7461,2022-02-15 00:00:00,42533,43728,42479,43434,8
609,609,3735,3735,2019-10-11 08:00:00,8310,8329,8231,8288,90
610,610,7158,7158,2021-12-07 20:00:00,50408,50818,50013,50704,8
611,611,4744,4744,2020-06-05 04:00:00,9729,9800,9617,9780,114
612,612,6581,6581,2021-07-29 16:00:00,39699,39879,39399,39666,8
613,613,2641,2641,2019-01-31 00:00:00,3402,3402,3380,3387,8
614,614,4083,4083,2020-01-03 00:00:00,6863,7193,6802,7138,124
615,615,6057,6057,2021-04-02 04:00:00,59513,59666,59292,59443,8
616,616,5122,5122,2020-09-02 04:00:00,11824,11852,11634,11679,8
617,617,3173,3173,2019-06-03 16:00:00,8481,8524,8408,8499,10
618,618,3822,3822,2019-10-31 20:00:00,9155,9301,9020,9080,95
619,619,6816,6816,2021-09-21 16:00:00,42381,42728,40709,40867,8
620,620,87,87,2017-06-12 12:00:00,2787,2811,2616,2665,185
621,621,6050,6050,2021-04-01 00:00:00,59193,59284,58638,58873,8
622,622,1015,1015,2018-01-18 16:00:00,11489,11914,11236,11735,197
623,623,3031,3031,2019-05-01 00:00:00,5243,5280,5240,5253,9
624,624,6254,6254,2021-05-17 20:00:00,44765,44803,42522,44355,8
625,625,7531,7531,2022-03-02 08:00:00,43804,44385,43764,43966,8
626,626,4761,4761,2020-06-10 00:00:00,9731,9765,9682,9694,97
627,627,4787,4787,2020-06-16 08:00:00,9437,9524,9423,9512,92
628,628,3745,3745,2019-10-15 00:00:00,8306,8314,8251,8273,68
629,629,3814,3814,2019-10-30 12:00:00,9072,9103,8944,9008,121
630,630,3320,3320,2019-07-08 04:00:00,11425,11716,11343,11716,99
631,631,7642,7642,2022-03-28 12:00:00,47160,47833,47137,47452,8
632,632,5300,5300,2020-10-13 00:00:00,11474,11495,11407,11463,8
633,633,5314,5314,2020-10-15 08:00:00,11329,11385,11249,11363,8
634,634,1742,1742,2018-07-05 12:00:00,6572,6605,6485,6525,301
635,635,3602,3602,2019-09-11 04:00:00,9987,10008,9809,9933,83
636,636,500,500,2017-09-21 08:00:00,3857,3895,3840,3865,513
637,637,5824,5824,2021-02-09 12:00:00,45292,47116,45007,46501,8
638,638,5034,5034,2020-08-12 12:00:00,11459,11567,11428,11498,8
639,639,457,457,2017-09-12 04:00:00,4277,4384,4257,4307,322
640,640,6787,6787,2021-09-15 00:00:00,47105,47390,46786,46817,8
641,641,3021,3021,2019-04-29 08:00:00,5109,5110,5051,5071,14
642,642,7900,7900,2022-05-25 04:00:00,30001,30037,29476,29730,8
643,643,3898,3898,2019-11-19 12:00:00,7969,8086,7951,8021,64
644,644,4645,4645,2020-05-13 16:00:00,9064,9286,9006,9245,237
645,645,1906,1906,2018-08-13 20:00:00,6214,6222,6123,6161,8
646,646,3342,3342,2019-07-11 20:00:00,11093,11459,11014,11411,175
647,647,6301,6301,2021-05-27 12:00:00,39299,40349,38757,38820,8
648,648,2765,2765,2019-02-28 00:00:00,3745,3756,3740,3746,33
649,649,621,621,2017-10-19 16:00:00,5662,5715,5616,5699,281
650,650,7035,7035,2021-11-10 00:00:00,66941,67242,66206,66581,8
651,651,7080,7080,2021-11-19 08:00:00,57003,57449,56492,56878,8
652,652,2788,2788,2019-03-05 16:00:00,3773,3793,3764,3777,38
653,653,6188,6188,2021-05-03 04:00:00,57802,58939,57779,58755,8
654,654,269,269,2017-07-26 04:00:00,2510,2528,2439,2514,442
655,655,6286,6286,2021-05-25 00:00:00,39426,39574,37671,38382,8
656,656,315,315,2017-08-06 20:00:00,3264,3273,3210,3210,330
657,657,4779,4779,2020-06-15 00:00:00,9273,9275,9071,9125,112
658,658,3954,3954,2019-12-02 20:00:00,7244,7354,7240,7319,91
659,659,3293,3293,2019-07-01 16:00:00,10224,10500,9933,10426,398
660,660,5630,5630,2020-12-25 08:00:00,23649,24618,23622,24305,8
661,661,7862,7862,2022-05-17 00:00:00,30073,30414,29709,30291,8
662,662,6892,6892,2021-10-08 00:00:00,54079,54371,53656,53824,8
663,663,4887,4887,2020-07-09 00:00:00,9359,9359,9308,9330,72
664,664,1660,1660,2018-06-17 20:00:00,6430,6436,6324,6334,205
665,665,4989,4989,2020-08-03 00:00:00,11072,11148,11053,11117,8
666,666,7843,7843,2022-05-12 00:00:00,29656,29940,27014,27595,8
667,667,7304,7304,2022-01-10 16:00:00,41859,42046,40541,41667,8
668,668,6444,6444,2021-06-29 12:00:00,35785,36459,35708,36316,8
669,669,2767,2767,2019-02-28 08:00:00,3763,3771,3753,3760,34
670,670,2827,2827,2019-03-14 00:00:00,3801,3806,3789,3790,24
671,671,789,789,2017-11-28 04:00:00,9798,9903,9712,9830,274
672,672,2844,2844,2019-03-18 20:00:00,3911,3922,3905,3921,31
673,673,2730,2730,2019-02-20 08:00:00,3857,3887,3844,3886,47
674,674,3062,3062,2019-05-08 04:00:00,5753,5783,5728,5743,8
675,675,5885,5885,2021-02-23 08:00:00,46576,49377,44905,48679,8
676,676,1590,1590,2018-05-31 04:00:00,7422,7532,7412,7479,246
677,677,5794,5794,2021-02-02 16:00:00,34969,35983,34754,35817,8
678,678,3160,3160,2019-05-30 12:00:00,8654,9026,8578,8612,35
679,679,5664,5664,2021-01-04 16:00:00,31320,31862,30607,31265,8
680,680,2425,2425,2018-12-11 12:00:00,3275,3296,3238,3275,8
681,681,2380,2380,2018-11-30 08:00:00,4106,4125,3808,3910,8
682,682,228,228,2017-07-14 12:00:00,2274,2288,2182,2200,366
683,683,6730,6730,2021-09-01 20:00:00,48217,48936,48214,48750,8
684,684,5524,5524,2020-12-02 04:00:00,18537,19320,18451,19173,8
685,685,2522,2522,2019-01-03 20:00:00,3740,3740,3694,3704,8
686,686,42,42,2017-05-31 20:00:00,2285,2321,2276,2319,633
687,687,2960,2960,2019-04-15 04:00:00,5125,5126,5079,5095,8
688,688,1853,1853,2018-08-01 00:00:00,7608,7619,7449,7475,262
689,689,5115,5115,2020-09-01 00:00:00,11561,11667,11539,11643,8
690,690,2635,2635,2019-01-30 00:00:00,3319,3367,3316,3354,8
691,691,2851,2851,2019-03-20 00:00:00,3909,3924,3909,3917,44
692,692,6261,6261,2021-05-19 00:00:00,42598,42683,38537,39207,8
693,693,5186,5186,2020-09-16 16:00:00,11056,11069,10948,10977,8
694,694,3808,3808,2019-10-29 12:00:00,9355,9377,9231,9263,95
695,695,7038,7038,2021-11-10 12:00:00,66325,68932,65933,68458,8
696,696,945,945,2018-01-03 08:00:00,15102,15121,14555,14596,146
697,697,5556,5556,2020-12-09 08:00:00,17928,18351,17889,18224,8
698,698,3549,3549,2019-08-29 08:00:00,9348,9428,9327,9396,9
699,699,1707,1707,2018-06-27 16:00:00,6065,6089,6051,6065,163
700,700,5296,5296,2020-10-12 08:00:00,11339,11357,11184,11274,8
701,701,6610,6610,2021-08-05 08:00:00,38438,38563,37307,37987,8
702,702,1001,1001,2018-01-16 08:00:00,12187,12440,11133,12055,119
703,703,7993,7993,2022-06-15 04:00:00,21080,21366,20112,20178,8
704,704,2479,2479,2018-12-24 04:00:00,4112,4175,4105,4135,8
705,705,3839,3839,2019-11-05 16:00:00,9291,9370,9275,9302,103
706,706,7768,7768,2022-04-25 20:00:00,40108,40718,40017,40523,8
707,707,143,143,2017-06-26 08:00:00,2434,2518,2429,2487,342
708,708,3343,3343,2019-07-12 00:00:00,11411,11471,11034,11261,142
709,709,2420,2420,2018-12-10 16:00:00,3384,3388,3295,3331,8
710,710,2727,2727,2019-02-19 20:00:00,3870,3881,3806,3823,75
711,711,1572,1572,2018-05-28 04:00:00,7255,7279,7101,7160,243
712,712,1125,1125,2018-02-13 08:00:00,8483,8535,8312,8517,170
713,713,3054,3054,2019-05-06 20:00:00,5634,5704,5619,5686,8
714,714,6243,6243,2021-05-14 04:00:00,49200,50426,48880,50387,8
715,715,5071,5071,2020-08-20 16:00:00,11800,11834,11771,11807,8
716,716,1609,1609,2018-06-05 08:00:00,7393,7393,7340,7347,157
717,717,2389,2389,2018-12-03 16:00:00,3759,3788,3735,3770,8
718,718,6299,6299,2021-05-27 04:00:00,37745,39100,37470,38834,8
719,719,2468,2468,2018-12-20 12:00:00,4013,4090,3912,4074,8
720,720,7940,7940,2022-06-02 16:00:00,30201,30382,29903,30161,8
721,721,3886,3886,2019-11-15 12:00:00,8599,8621,8326,8407,86
722,722,6686,6686,2021-08-23 16:00:00,49663,49761,49008,49473,8
723,723,1256,1256,2018-03-14 12:00:00,8646,8753,8326,8377,130
724,724,5022,5022,2020-08-10 12:00:00,11829,11921,11786,11830,8
725,725,4985,4985,2020-07-31 08:00:00,11081,11184,11060,11184,8
726,726,1855,1855,2018-08-01 08:00:00,7569,7570,7467,7515,191
727,727,3053,3053,2019-05-06 16:00:00,5646,5697,5603,5637,9
728,728,741,741,2017-11-16 12:00:00,7420,7499,7382,7465,335
729,729,6279,6279,2021-05-23 20:00:00,33629,35730,33625,35229,8
730,730,6105,6105,2021-04-13 20:00:00,63152,63810,62836,63302,8
731,731,6357,6357,2021-06-09 12:00:00,34876,36660,34604,36489,8
732,732,5810,5810,2021-02-05 08:00:00,37729,38147,37230,37884,8
733,733,1443,1443,2018-04-26 16:00:00,8812,9049,8760,9045,241
734,734,5522,5522,2020-12-01 20:00:00,19014,19198,18446,18819,8
735,735,3261,3261,2019-06-24 08:00:00,10822,10905,10714,10810,147
736,736,2501,2501,2018-12-28 16:00:00,3796,3900,3774,3845,8
737,737,7984,7984,2022-06-13 16:00:00,23662,23734,23035,23167,8
738,738,1032,1032,2018-01-23 08:00:00,10637,10666,9908,10157,252
739,739,6181,6181,2021-04-30 04:00:00,54133,54633,53933,54531,8
740,740,3862,3862,2019-11-11 12:00:00,8647,8680,8625,8664,50
741,741,38,38,2017-05-31 04:00:00,2204,2254,2168,2211,972
742,742,3950,3950,2019-12-02 04:00:00,7315,7316,7109,7170,119
743,743,6406,6406,2021-06-21 08:00:00,32858,33529,31706,32234,8
744,744,2417,2417,2018-12-10 04:00:00,3471,3482,3401,3413,8
745,745,1664,1664,2018-06-18 12:00:00,6360,6610,6346,6577,213
746,746,5821,5821,2021-02-09 00:00:00,46736,46874,45541,46838,8
747,747,7990,7990,2022-06-14 16:00:00,22419,22672,21776,21926,8
748,748,6166,6166,2021-04-27 16:00:00,54680,55186,54276,55157,8
749,749,7037,7037,2021-11-10 08:00:00,66567,67036,66226,66325,8
750,750,6657,6657,2021-08-17 00:00:00,45734,46583,45693,46350,8
751,751,7703,7703,2022-04-11 08:00:00,42174,42183,40940,41103,8
752,752,3572,3572,2019-09-04 04:00:00,10536,10565,10410,10452,77
753,753,4323,4323,2020-02-28 00:00:00,8800,8842,8756,8774,141
754,754,693,693,2017-11-06 16:00:00,7158,7173,6948,7107,676
755,755,2831,2831,2019-03-14 16:00:00,3789,3797,3788,3791,19
756,756,5192,5192,2020-09-17 16:00:00,10824,10919,10823,10919,8
757,757,1021,1021,2018-01-19 16:00:00,11601,11610,11007,11328,213
758,758,5370,5370,2020-10-28 08:00:00,13675,13693,13149,13277,8
759,759,473,473,2017-09-14 20:00:00,3390,3394,3212,3249,446
760,760,5568,5568,2020-12-11 08:00:00,17861,17883,17565,17837,8
761,761,5308,5308,2020-10-14 08:00:00,11429,11435,11343,11393,8
762,762,7219,7219,2021-12-21 16:00:00,48638,48800,48296,48564,8
763,763,4112,4112,2020-01-09 20:00:00,7760,7809,7692,7759,158
764,764,5159,5159,2020-09-10 08:00:00,10252,10360,10224,10350,8
765,765,581,581,2017-10-11 00:00:00,4723,4781,4714,4743,308
766,766,2333,2333,2018-11-20 16:00:00,4605,4615,3994,4216,8
767,767,5861,5861,2021-02-17 12:00:00,50990,51586,50470,51189,8
768,768,4938,4938,2020-07-21 12:00:00,9321,9381,9270,9306,8
769,769,203,203,2017-07-10 08:00:00,2515,2520,2443,2444,274
770,770,1053,1053,2018-01-26 20:00:00,10919,10930,10760,10847,36
771,771,5078,5078,2020-08-23 20:00:00,11611,11630,11540,11578,8
772,772,5467,5467,2020-11-19 00:00:00,17758,18057,17685,17846,8
773,773,6340,6340,2021-06-04 20:00:00,37009,37214,37008,37180,2
774,774,5282,5282,2020-10-08 04:00:00,10619,10620,10538,10543,8
775,775,6693,6693,2021-08-24 20:00:00,48276,48346,47562,47965,8
776,776,1850,1850,2018-07-31 12:00:00,7742,7768,7606,7735,305
777,777,6801,6801,2021-09-17 08:00:00,47867,47930,47184,47405,8
778,778,1633,1633,2018-06-11 08:00:00,6723,6743,6665,6703,231
779,779,5363,5363,2020-10-27 04:00:00,13113,13158,13049,13132,8
780,780,3272,3272,2019-06-26 04:00:00,12382,12880,12323,12551,140
781,781,37,37,2017-05-31 00:00:00,2232,2244,2147,2204,920
782,782,4651,4651,2020-05-14 16:00:00,9623,9815,9524,9602,172
783,783,4590,4590,2020-04-30 12:00:00,8710,8847,8581,8634,219
784,784,504,504,2017-09-22 00:00:00,3652,3761,3623,3728,235
785,785,1106,1106,2018-02-08 08:00:00,8190,8580,8101,8549,164
786,786,1079,1079,2018-02-02 00:00:00,8725,8964,8532,8673,8
787,787,714,714,2017-11-10 04:00:00,7296,7309,7151,7183,263
788,788,6887,6887,2021-10-07 04:00:00,55020,55022,54228,54490,8
789,789,3560,3560,2019-09-02 04:00:00,9733,9743,9701,9711,11
790,790,7992,7992,2022-06-15 00:00:00,21746,22224,20890,21078,8
791,791,5108,5108,2020-08-30 20:00:00,11579,11671,11540,11644,8
792,792,2211,2211,2018-10-23 16:00:00,6333,6355,6324,6331,8
793,793,4102,4102,2020-01-08 04:00:00,8288,8320,8215,8257,136
794,794,3787,3787,2019-10-24 00:00:00,7412,7427,7350,7368,99
795,795,6557,6557,2021-07-23 20:00:00,32445,32621,32422,32576,2
796,796,7719,7719,2022-04-14 00:00:00,41159,41450,41138,41245,8
797,797,3575,3575,2019-09-04 16:00:00,10517,10770,10505,10571,100
798,798,2294,2294,2018-11-12 08:00:00,6297,6305,6280,6305,8
799,799,5361,5361,2020-10-26 20:00:00,12997,13117,12983,13087,8
800,800,1031,1031,2018-01-23 04:00:00,10542,10679,10127,10637,261
801,801,6488,6488,2021-07-08 16:00:00,32876,33124,32618,32771,8
802,802,4306,4306,2020-02-25 04:00:00,9516,9535,9433,9498,79
803,803,3492,3492,2019-08-15 20:00:00,10314,10385,10189,10240,80
804,804,4335,4335,2020-03-03 00:00:00,8796,8838,8760,8789,69
805,805,6930,6930,2021-10-18 00:00:00,62383,62509,61846,62303,8
806,806,5057,5057,2020-08-18 08:00:00,12200,12234,12126,12197,8
807,807,1342,1342,2018-04-03 20:00:00,7327,7371,7298,7329,212
808,808,5178,5178,2020-09-15 08:00:00,10626,10916,10610,10895,8
809,809,2742,2742,2019-02-22 08:00:00,3870,3884,3857,3870,54
810,810,6915,6915,2021-10-13 16:00:00,56881,57424,56598,56919,8
811,811,2349,2349,2018-11-23 08:00:00,4224,4299,4178,4190,8
812,812,5062,5062,2020-08-19 04:00:00,11707,11783,11565,11733,8
813,813,4997,4997,2020-08-04 08:00:00,11193,11245,11013,11099,8
814,814,5322,5322,2020-10-16 16:00:00,11329,11356,11265,11297,8
815,815,4799,4799,2020-06-18 08:00:00,9370,9423,9326,9367,47
816,816,7901,7901,2022-05-25 08:00:00,29730,29778,29257,29478,8
817,817,1074,1074,2018-02-01 04:00:00,10080,10171,9711,9849,8
818,818,6204,6204,2021-05-05 20:00:00,56848,57597,56635,56966,8
